dataset,rows,cols,sample_exponent,copy_PLIs,tiebreaker_heuristic,t_total,t_total_prep,t_read_table,t_create_subtable,t_construct_clusters,t_total_enum_algo,t_sample_diff_sets,t_intersect_clusters,tree_complexity,tree_nodes,diff_sets,diff_sets_initial,diff_sets_final,intersections,intersection_cluster_size,ucc_count,memory
ncvoter_allc_r7503554_c94,1000000,94,0.4,1,1,15.4659,9.38986,6.18153,0,0.898741,6.07605,4.93364,1.02179,49648,118569,2730142,2729452,291,117077,53137486,95952,1748612
ncvoter_allc_r7503554_c94,1000000,94,0.5,1,1,68.2419,9.43851,6.20582,0,0.907794,58.8034,58.0814,0.624783,61971,123397,37800271,37799660,291,120883,27418527,95952,1748704
ncvoter_allc_r7503554_c94,1000000,94,0.5,1,1,68.8053,9.44644,6.22084,0,0.901115,59.3588,58.1906,1.04518,60385,120604,37800299,37799660,291,118686,51433722,95952,1748452
ncvoter_allc_r7503554_c94,1000000,94,0.5,1,1,67.6478,9.42877,6.21278,0,0.900542,58.219,57.7638,0.375968,55616,120847,37800270,37799660,291,118758,21861631,95952,1748644
ncvoter_allc_r7503554_c94,1000000,94,0.5,1,1,68.4114,9.4378,6.22467,0,0.902046,58.9736,58.0854,0.793497,53820,120392,37800217,37799660,291,118640,41007066,95952,1748440
ncvoter_allc_r7503554_c94,1000000,94,0.5,1,1,68.2597,9.46896,6.23543,0,0.903022,58.7908,58.1299,0.570175,59950,120508,37800294,37799660,291,118796,27101283,95952,1748672
ncvoter_allc_r7503554_c94,1000000,94,0.6,1,1,794.155,9.40569,6.19151,0,0.896909,784.749,784.338,0.340014,56569,120949,528805807,528805137,291,119084,18346307,95952,1748708
ncvoter_allc_r7503554_c94,1000000,94,0.6,1,1,790.539,9.42627,6.2115,0,0.905556,781.113,780.543,0.489677,52806,119576,528805838,528805137,291,117919,23713462,95952,1748416
ncvoter_allc_r7503554_c94,1000000,94,0.6,1,1,788.745,9.41171,6.20111,0,0.897657,779.333,779.024,0.247185,59358,121658,528805703,528805137,291,119684,14407484,95952,1748444
ncvoter_allc_r7503554_c94,1000000,94,0.6,1,1,790.927,9.4724,6.24224,0,0.907585,781.454,781.073,0.317211,53546,119846,528805674,528805137,291,118243,18155217,95952,1748696
ncvoter_allc_r7503554_c94,1000000,94,0.6,1,1,791.53,9.41299,6.20922,0,0.895772,782.117,781.841,0.217185,52663,119804,528805680,528805137,291,118267,12482989,95952,1748380
